Id;DATE_DERNIERE_MAJ;INTERET;TYPE;THEME;EVENEMENT_CADRE;NOM_OFFRE;LIEU;RUE;CODE_POSTAL;COMMUNE;COMMUNE_INSEE;TEL;TEL_MOB;MEL;SITE_WEB;LONGITUDE;LATITUDE;GEOLOC_MANUELLE;LABEL_TOURISME_HANDICAP;MARQUES_LABELS;DATES;TARIFS
"FMAAQU047V50B999";"01/08/2018";"Promotion locale";"Animations locales";"Jeux de société";"";"Jeu de société (loto) ";"Salle des fêtes";"Au bourg";"47420";"HOUEILLES";"47119";"+33 5 53 64 50 70";"";"";"";"0.03305499";"44.194914";"Oui";"";"";"26/09/2018|26/09/2018|15:00||||";""
"FMAAQU047V50B8UU";"01/08/2018";"Promotion locale";"Animations locales";"Jeux de société";"";"Jeu de société (loto)  ";"Salle des fêtes";"Au bourg";"47430";"SAINTE-MARTHE";"47253";"";"";"";"";"0.14902800";"44.415289";"Oui";"";"";"09/09/2018|09/09/2018|14:30||||";""
"FMAAQU047V50B99F";"01/08/2018";"Promotion locale";"Divertissement";"Jeux de société";"";"Jeu de société (loto) ";"Salle des fêtes";"Le bourg";"47700";"ANTAGNAC";"47010";"";"";"";"";"0.00930155";"44.3524942";"Oui";"";"";"23/09/2018|23/09/2018|14:30||||";""
"FMAAQU047V50B8V0";"30/08/2018";"Promotion locale";"Divertissement";"Jeux de société";"";"Jeu de société (loto)";"Salle des fêtes";"Le bourg";"47700";"PINDERES";"47205";"";"";"";"";"0.02589853";"44.2723613";"Oui";"";"";"15/09/2018|15/09/2018|21:00||||";"Plein tarif|1,00|1,00|1 euros le carton # Plein tarif|10,00|10,00|10 euros les 12 cartons"
"FMAAQU047V50B8V2";"01/08/2018";"Promotion locale";"Divertissement";"Jeux de société";"";"Jeu de société (loto) ";"Salle des fêtes";"Le bourg";"47700";"PINDERES";"47205";"";"";"";"";"0.02723737";"44.2724422";"Oui";"";"";"16/09/2018|16/09/2018|14:30||||";""
"FMAAQU040V50HUW4";"12/06/2018";"Promotion régionale";"Animations locales";"";"";"Jeudi des Seniors";"";"";"40130";"CAPBRETON";"40065";"+33 5 58 72 70 75";"";"";"";" -1.4282525";"43.6737005";"Oui";"";"";"06/09/2018|06/09/2018|||||";""
"FMAAQU033V50L7H2";"16/06/2018";"Promotion locale";"Animation Jeune Public # Divertissement";"Cinéma";"";"Jeune public - Cinéma de plein air Tous en scène";"Place Ernest barraud";"";"33230";"COUTRAS";"33138";"+33 5 57 69 43 80";"";"culture@mairie-coutras.fr";"";" -0.1293610";"45.04067";"Oui";"";"";"01/09/2018|01/09/2018|21:30||||";"Gratuit|||"
"FMAAQU064V58LQXX";"21/07/2018";"Promotion locale";"Animation Jeune Public # Divertissement";"Jeux de société";"";"Jeux à gogo";"Mi[X]";"2 avenue Charles Moureu";"64150";"MOURENX";"64410";"+33 5 59 80 59 00";"";"contact@le-mix.fr";"http://www.le-mix.fr/";" -0.6294089";"43.3701676";"Oui";"";"";"01/09/2018|01/09/2018|13:00||||";"Gratuit|0,00||Animation gratuite"
"FMAAQU033V50KA3A";"25/07/2018";"Promotion régionale";"Animation Jeune Public # Animation patrimoine";"";"";"Jeux de Piste : Lesparre la Tête en l'Air ";"Office de Tourisme Cœur Médoc";"7 bis place du Maréchal Foch";"33340";"LESPARRE-MEDOC";"33240";"+33 5 56 41 21 96";"";"";"https://www.tourisme-coeurmedoc.com/se-divertir/sites-%C3%A0-visiter/";" -0.9365053";"45.3061567";"Oui";"";"";"01/07/2018|31/08/2018|10:00|12:30|14:30|18:30|Dimanche après midi # 01/04/2018|30/06/2018|10:00|12:30|14:30|18:00|Dimanche # 01/09/2018|30/09/2018|10:00|12:30|14:30|18:00|Dimanche # 30/09/2018|30/04/2019|10:00|12:00|14:30|17:30|Dimanche Lundi";"Gratuit|||"
"FMAAQU047V50BQI7";"13/09/2018";"Promotion régionale";"Animations locales";"";"";"Jeux de société";"";"Aiguillon";"47190";"AIGUILLON";"47004";"+33 5 53 88 95 85";"+33 6 51 99 81 93";"";"";"0.34112722";"44.2993614";"Oui";"";"";"23/09/2018|23/09/2018|15:00||||";"Plein tarif|1,00||carton"
"FMAAQU024V50BJ2N";"25/06/2018";"Promotion locale";"Concert";"";"";"Jeux d'Orgues : requiem de Maurice Duruflé";"Cathédrale Saint-Front";"";"24000";"PERIGUEUX";"24322";"+33 5 53 53 10 63";"";"";"http://www.lesamisdesorgues.fr/";"0.72276799";"45.1835855";"Oui";"";"";"09/09/2018|09/09/2018|||||";"Plein tarif|20,00|20,00| # Tarif réduit|10,00|10,00|pour les amis des orgues, les amis de la cathédrale St-Front # Tarif réduit|8,00|8,00|étudiants, enfants, sans emploi..."
"FMAAQU024V50CHHM";"13/09/2018";"Promotion locale";"Animations locales";"Sport collectif";"";"Jeux inter-villages";"Foyer rural";"Saint-Crépin-et-Carlucet";"24590";"SAINT-CREPIN-ET-CARLUCET";"24392";"+33 5 53 28 92 77 # +33 9 70 60 67 95";"";"";"";"1.273803";"44.963925";"Oui";"";"";"23/09/2018|23/09/2018|||||";"Gratuit|||"
"FMAAQU047V50BLSH";"27/08/2018";"Promotion régionale";"Animations locales";"Musique contemporaine";"";"Jonas Kaufmann ";"CGR Cinéma Agen";"9 Rue de la Prune";"47000";"AGEN";"47001";"+33 5 53 47 06 95";"";"";"http://www.cgrcinemas.fr/agen/";"0.61541660";"44.203157";"Oui";"";"";"21/09/2018|21/09/2018|19:45|||| # 22/09/2018|22/09/2018|16:00|||| # 23/09/2018|23/09/2018|18:00|||| # 24/09/2018|24/09/2018|14:00||||";""
"FMAAQU033V50NJZU";"27/08/2018";"Promotion locale";"Animations locales # Divertissement";"";"";"Jour de star";"Casino de Lacanau";"Route du Baganais";"33680";"LACANAU";"33214";"+33 5 57 17 03 80";"";"";"http://www.casinolacanau.com/";" -1.1813525";"45.0022642";"Oui";"";"";"01/09/2018|08/09/2018|10:00|18:00|||";"Gratuit|||"
"FMAAQU033V50EHDJ";"31/08/2018";"Promotion locale";"Loisir nature";"Nature # Sport équestre";"";"Journée ""Bien-être, santé et sport"" ";"Centre Equestre";"2 Blasignon";"33190";"LA REOLE";"33352";"+33 5 56 61 19 85";"+33 6 85 29 01 81";"clubhippique.lareole@orange.fr";"http://centreequestrelareole.com";" -0.0351438";"44.5860691";"Oui";"";"";"23/09/2018|23/09/2018|09:00|18:00|||";"Gratuit|||"
"FMAAQU024V50CA6U";"23/08/2018";"Promotion locale";"Animations locales";"Sport collectif";"";"Journée ""Femmes sur tous les terrains""";"Complexe sportif Lucien Dutard";"Boulazac";"24750";"BOULAZAC ISLE MANOIRE";"24053";"+33 5 53 35 59 77";"";"";"https://www.ville-boulazac.fr";"0.7675387";"45.1749651";"Oui";"";"";"22/09/2018|22/09/2018|||||";""
"FMAAQU047V50AVGQ";"28/06/2018";"Promotion locale";"Animations locales";"Sport collectif";"";"Journée ""Sentez-vous sport""";"";"Gavaudun";"47150";"GAVAUDUN";"47109";"";"";"";"";"0.886882";"44.560069";"Oui";"";"";"23/09/2018|23/09/2018|||||";"Plein tarif|5,00|| # Tarif réduit|3,00||"
"FMAAQU024V50C9MY";"22/08/2018";"Promotion locale";"Visite";"";"";"Journée à Ibardin  ";"";"Place de la République";"24400";"MUSSIDAN";"24299";"";"";"";"";"0.36752225";"45.0367663";"Oui";"";"";"15/09/2018|15/09/2018|||||";""
"FMAAQU024V50C9KK";"22/08/2018";"Promotion locale";"Visite";"";"";"Journée à Ibardin ";"";"Place de la République";"24400";"MUSSIDAN";"24299";"";"";"";"";"0.36752225";"45.0367663";"Oui";"";"";"08/09/2018|08/09/2018|06:00||||";""
"FMAAQU040V50I6FG";"27/08/2018";"Promotion régionale";"";"Arts créatifs/Arts plastiques # Bien-être # Peinture";"";"Journée Art thérapie pour adulte";"116 avenue de la Côte d'Argent";"";"40460";"SANGUINET";"40287";"";"+33 6 30 82 87 82";"";"";" -1.0742854";"44.4842838";"Oui";"";"";"24/09/2018|24/09/2018|10:00|12:00|14:00|18:00|";"Plein tarif|58,00|58,00|la journée par personne"
"FMAAQU024V50CAK2";"24/08/2018";"Promotion locale";"Animations locales # Visite";"";"";"Journée au Gouffre de Padirac et au Rocher des Aigles";"";"place de la République";"24400";"MUSSIDAN";"24299";"";"";"";"";"0.36752225";"45.0368042";"Oui";"";"";"22/09/2018|22/09/2018|||||";""
"FMAAQU064V58U7SA";"12/09/2018";"Promotion locale";"Loisir nature";"Nature";"";"Journée citoyenne";"Salle des associations";"Cour commune à la mairie";"64800";"MONTAUT";"64400";"";"";"";"";" -0.1999684";"43.1299960";"Oui";"";"";"15/09/2018|15/09/2018|09:30||||";"Gratuit|0,00|0,00|"
"FMAAQU040V50I74B";"27/08/2018";"Promotion régionale";"";"Arts créatifs/Arts plastiques # Bien-être # Peinture";"";"Journée créative pour les adultes ";"116 avenue de la Côte d'Argent";"";"40460";"SANGUINET";"40287";"";"+33 6 30 82 87 82";"";"";" -1.0742854";"44.4842838";"Oui";"";"";"03/09/2018|03/09/2018|10:00|12:00|14:00|18:00|";"Plein tarif|58,00|58,00|"
"FMAAQU047V507WWQ";"12/03/2018";"Promotion régionale";"Loisir nature";"Arts créatifs/Arts plastiques # Nature # Peinture # Sculpture";"";"Journée d'activité Campagn'Art";"";"Binou";"47210";"MAZIERES-NARESSE";"47164";"+33 5 53 36 53 40";"+33 6 83 72 90 59";"campagnart47@gmail.com";"http://www.campagnart47.net";"0.74262299";"44.6370239";"Oui";"";"";"08/09/2018|08/09/2018|14:30||||";"Plein tarif|2,00|2,00|"
"FMAAQU024V50BXNB";"18/08/2018";"Promotion locale";"Visite";"";"";"Journée dans le Périgord";"";"place de la République";"24400";"MUSSIDAN";"24299";"";"";"";"";"0.36753297";"45.0368080";"Oui";"";"";"12/09/2018|12/09/2018|07:30||||";""
"FMAAQU024V50AU3E";"01/07/2018";"Promotion locale";"Compétition sportive";"Sports nautiques";"";"Journée de fin de saison de Natation";"Piscine municipale de Sarlat";"";"24200";"SARLAT-LA-CANEDA";"24520";"";"";"";"";"1.23118584";"44.8771089";"Oui";"";"";"01/09/2018|01/09/2018|||||";""
"FMAAQU047V50BPZG";"12/09/2018";"Promotion régionale";"Animations locales # Meeting";"";"";"Journée de la solidarité et de la vie sociale";"";"Montpezat";"47360";"MONTPEZAT";"47190";"+33 5 53 48 22 60";"";"";"";"0.52374006";"44.3471682";"Oui";"";"";"29/09/2018|29/09/2018|10:00|17:00|||";""
"FMAAQU047V500D1G";"18/08/2018";"Promotion locale";"Animation Jeune Public # Animations locales";"Magie";"";"Journée de l'enfance - 20ème anniversaire";"Parc municipal d'Albret";"Boulevard Victor Hugo";"47700";"CASTELJALOUX";"47052";"";"";"association.leszanimsj@orange.fr";"";"0.08918176";"44.3132086";"Oui";"";"";"01/09/2018|01/09/2018|14:00||||";"Gratuit|||"
"FMAAQU047V50B4TB";"24/07/2018";"Promotion régionale";"Loisir nature";"Nature";"";"Journée de navigation";"Casseneuil";"";"47440";"CASSENEUIL";"47049";"+33 6 68 84 07 62";"";"mariniere_2000@yahoo.fr";"";"0.61982846";"44.4427432";"Oui";"";"";"24/07/2018|28/10/2018|10:00|17:00|||";""
"FMAAQU033V504BAL";"21/02/2018";"Promotion régionale";"Animations locales # Concert # Marché # Portes ouvertes # Spectacle";"Course à pied # Randonnée # Sport collectif # Sports nautiques # Vélo # VTT";"";"Journée départementale des Sports de nature ";"Domaine DépartementalGérard Lagors";"";"33125";"HOSTENS";"33202";"";"+33 6 10 78 81 14";"";"https://www.gironde.fr/contactez-nous";" -0.6488508";"44.4986248";"Oui";"";"";"23/09/2018|23/09/2018|09:30|17:30|||";""
"FMAAQU000V501EGL";"28/08/2018";"Promotion régionale";"Divertissement";"Tennis";"";"Journée des 3 Raquettes";"540 Route de Sore";"";"40410";"PISSOS";"40227";"";"+33 6 40 96 16 11";"";"";" -0.7712361";"44.3091109";"Oui";"";"";"15/09/2018|15/09/2018|09:30||||";""
"FMAAQU040V50JHPP";"29/08/2018";"Promotion locale";"Foire ou salon";"";"";"Journée des associations";"";"";"40465";"LALUQUE";"40142";"";"";"";"";" -0.9940050";"43.852379";"Oui";"";"";"01/09/2018|01/09/2018|10:00|12:00|13:30|16:00|";""
"FMAAQU047V50BNVF";"04/09/2018";"Promotion locale";"Divertissement # Portes ouvertes";"Danse # Nature # Pêche # Peinture # Photographie # Sport collectif";"";"Journée des associations";"";"Jardin public";"47190";"AIGUILLON";"47004";"+33 5 53 79 60 12";"";"";"";"0.338498";"44.301419";"Oui";"";"";"15/09/2018|15/09/2018|11:00|18:00|||";"Gratuit|||"
"FMAAQU064V543MKZ";"25/08/2018";"Promotion locale";"Animations locales";"";"";"Journée des Associations";"Espace culturel Larreko";"Place Xan Itourria";"64310";"SAINT-PEE-SUR-NIVELLE";"64495";"";"";"";"";" -1.5481786";"43.3553268";"Oui";"";"";"01/09/2018|01/09/2018|09:00|13:00|||";""
"FMAAQU064V58S0JL";"24/08/2018";"Promotion locale";"Animations locales";"";"";"Journée des associations";"Stade Meret";"Rue du Stade";"64530";"PONTACQ";"64453";"";"+33 6 31 09 01 32";"";"";" -0.1123967";"43.1859066";"Oui";"";"";"08/09/2018|08/09/2018|10:00|16:00|||";""
"FMAAQU047V50BPZH";"12/09/2018";"Promotion régionale";"Portes ouvertes";"";"";"Journée des métiers de la défense et de la sécurité";"Parc des expostions";"Avenue de Fumel";"47300";"VILLENEUVE-SUR-LOT";"47323";"+33 5 53 40 06 02";"";"";"";"0.71999438";"44.4081025";"Oui";"";"";"20/09/2018|20/09/2018|||||";"Gratuit|||"
"FMAAQU040V50HPUX";"25/07/2018";"Promotion régionale";"Animations locales";"Bien-être # Gastronomie";"";"Journée Détente : Atelier Cuisine-repas Végétarien, Yoga et Relaxation";"255 route de sore ";"";"40410";"BELHADE";"40032";"+33 5 58 09 32 90";"";"levegetarisme-gourmet40@orange.fr";"";" -0.6787307";"44.3787343";"Oui";"";"";"29/09/2018|29/09/2018|09:00|17:00|||";"Plein tarif|40,00|50,00|Inscription obligatoire"
"FMAAQU064V58TG70";"05/09/2018";"Promotion locale";"Animations locales";"";"";"Journée d'initiation à la boxe féminine";"Salle polyvalente Kechiloa";"Chemin de Chingaletenia";"64500";"SAINT-JEAN-DE-LUZ";"64483";"";"";"";"";" -1.6433319";"43.3973489";"Oui";"";"";"15/09/2018|15/09/2018|10:00||||";"Gratuit|0,00|0,00|"
"FMAAQU064V576EVS";"13/08/2018";"Promotion locale";"Animations locales";"Artisanat";"";"Journée du ""Fait Main""";"Sagardian";"32 avenue de Habas";"64500";"SAINT-JEAN-DE-LUZ";"64483";"+33 5 59 08 04 04";"";"sagardian@wanadoo.fr";"http://www.sagardian.org";" -1.6508305";"43.3877382";"Oui";"";"";"22/09/2018|22/09/2018|10:00|18:00|||";""
"FMAAQU000V501ETR";"06/09/2018";"Promotion régionale";"Animation Jeune Public # Divertissement # Loisir nature # Portes ouvertes";"Hippisme";"";"Journée du cheval";"Airial de Lavigne";"Route de Lavigne";"40410";"MOUSTEY";"40200";"";"+33 6 87 57 04 64";"";"";" -0.7519373";"44.3661850";"Oui";"";"";"23/09/2018|23/09/2018|14:00|17:00|||";"Gratuit|||"
"FMAAQU064V58T9Q9";"03/09/2018";"Promotion locale";"Portes ouvertes";"Animaux # Hippisme";"";"Journée du cheval";"Centre équestre - poney club";"Chemin Esquilamborde";"64120";"SAINT-PALAIS";"64493";"+33 5 59 65 97 73";"";"";"https://cestpalais.jimdo.com/";" -1.0277521";"43.3302163";"Oui";"";"";"23/09/2018|23/09/2018|15:00||||";"Gratuit|0,00|0,00|"
"FMAAQU024V502VMM";"12/09/2018";"Promotion nationale";"Animations locales";"Gastronomie";"";"Journée du Goût et de la Gastronomie";"place de la Grande rigaudie";"";"24200";"SARLAT-LA-CANEDA";"24520";"+33 5 53 31 45 46";"";"";"";"1.2172920";"44.8908910";"";"";"";"22/09/2018|23/09/2018|||||";""
"FMAAQU024V50CA4D";"23/08/2018";"Promotion locale";"Animations locales # Commémoration";"";"";"Journée du lien social & de la convivialité";"Bourg d'Atur";"";"24330";"BOULAZAC ISLE MANOIRE";"24053";"+33 5 53 03 69 00";"";"";"";"0.74819569";"45.140034";"Oui";"";"";"15/09/2018|15/09/2018|||||";""
"FMAAQU024V509LZB";"01/08/2018";"Promotion locale";"Portes ouvertes";"Historique";"";"Journée du Patrimoine";"";"";"24290";"AURIAC-DU-PERIGORD";"24018";"";"";"";"";"1.13505399";"45.107172";"Oui";"";"";"15/09/2018|16/09/2018|10:00||||";""
"FMAAQU040FS008V3";"29/08/2018";"Promotion régionale";"Animation patrimoine # Vide greniers Braderie";"Gastronomie # Patrimoine culturel # Randonnée";"Journées du Patrimoine";"Journée du Patrimoine";"";"";"40240";"LOSSE";"40158";"+33 5 58 93 60 02 # +33 5 58 93 60 21 # +33 5 58 93 60 21";"";"";"";" -0.103737";"44.108762";"Oui";"";"";"16/09/2018|16/09/2018|08:30||||";""
"FMAAQU064V586DFX";"06/04/2018";"Promotion locale";"Animation patrimoine # Concert";"";"";"Journée du patrimoine";"";"";"64450";"AUGA";"64077";"";"";"";"";" -0.3821599";"43.476472";"Oui";"";"";"16/09/2018|16/09/2018|||||";""
"FMAAQU064V58JWVC";"12/07/2018";"Promotion locale";"Visite";"Historique";"";"Journée du Patrimoine";"";"Place François Sarraille";"64490";"BEDOUS";"64104";"";"";"";"";" -0.6002";"42.998972";"Oui";"";"";"15/09/2018|16/09/2018|||||";""
"FMAAQU040V50JG8D";"20/08/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du patrimoine";"";"Ygos-Saint-Saturnin";"40110";"YGOS-SAINT-SATURNIN";"40333";"";"";"";"";" -0.737651";"43.975431";"Oui";"";"";"15/09/2018|15/09/2018|||||";""
"FMAAQU024V505Z2Q";"12/09/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du Patrimoine";"Bourg";"";"24200";"VITRAC";"24587";"";"+33 6 17 76 39 36";"";"";"1.22613159";"44.8312069";"Oui";"";"";"15/09/2018|16/09/2018|||||";""
"FMAAQU064V585118";"30/04/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du Patrimoine";"Château";"921 chemin du château";"64450";"VIVEN";"64560";"";"+33 6 86 48 60 97";"jardins@chateau-de-viven.com";"http://www.chateau-de-viven.com";" -0.3745629";"43.4613633";"Oui";"";"";"16/09/2018|16/09/2018|||||";""
"FMAAQU064V504NVB";"12/09/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du Patrimoine";"Château";"921 chemin du château";"64450";"VIVEN";"64560";"";"+33 6 86 48 60 97";"jardins@chateau-de-viven.com";"http://www.chateau-de-viven.com";" -0.3745629";"43.4613633";"Oui";"";"";"15/09/2018|15/09/2018|||||";"Plein tarif|4,00|| # Gratuit|0,00||pour les enfants de - de 12 ans. # Plein tarif|25,00||repas (sur réservation)"
"FMAAQU064V58U6X6";"12/09/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du Patrimoine";"Château";"921 chemin du château";"64450";"VIVEN";"64560";"";"+33 6 86 48 60 97";"jardins@chateau-de-viven.com";"http://www.chateau-de-viven.com";" -0.3745629";"43.4613633";"Oui";"";"";"16/09/2018|16/09/2018|||||";"Plein tarif|4,00|| # Gratuit|0,00||pour les enfants de - de 12 ans. # Plein tarif|25,00||sur réservation."
"FMAAQU064V58UH3G";"14/09/2018";"Promotion locale";"Conférence # Exposition # Visite";"Modélisme";"Journées du Patrimoine";"Journée du Patrimoine";"Eglise";"Place Pierre Loti";"64310";"ASCAIN";"64065";"+33 5 59 54 00 84";"";"";"";" -1.6206832";"43.3450549";"Oui";"";"";"16/09/2018|16/09/2018|15:00||17:00||";""
"FMAAQU024V50CFYC";"09/09/2018";"Promotion locale";"Animation patrimoine # Animations locales # Divertissement";"";"Journées du Patrimoine";"Journée du Patrimoine";"Le Bourg";"";"24540";"SAINT-AVIT-RIVIERE";"24378";"";"";"isamucha@hotmail.fr";"";"0.88347562";"44.7520365";"Oui";"";"";"16/09/2018|16/09/2018|11:00||||";""
"FMAAQU033V50KCCY";"28/08/2018";"Promotion régionale";"Animations locales # Visite";"Patrimoine culturel";"";"Journée du patrimoine";"Mairie ";"";"33830";"BELIN-BELIET";"33042";"+33 5 56 88 19 82";"";"";"";" -0.7916749";"44.4936389";"Oui";"";"";"15/09/2018|15/09/2018|14:00||||";""
"FMAAQU024V50AWOL";"30/04/2018";"Promotion locale";"Animation patrimoine";"Patrimoine culturel";"Journées du Patrimoine";"Journée du patrimoine";"Moulin du Duellas";"";"24700";"SAINT-MARTIAL-D'ARTENSET";"24449";"+33 5 53 82 39 54";"+33 6 84 17 64 63";"contact@moulin-duellas.fr";"http://www.moulin-duellas.fr";"0.22181058";"45.0272475";"Oui";"";"";"16/09/2018|16/09/2018|||||";""
"FMAAQU064V58UCBS";"13/09/2018";"Promotion locale";"Conférence # Exposition # Visite";"Modélisme";"Journées du Patrimoine";"Journée du Patrimoine ";"Parking des carrières";"Place Pierre Loti";"64310";"ASCAIN";"64065";"+33 5 59 54 00 84";"";"";"";" -1.6223140";"43.3307437";"Oui";"";"";"15/09/2018|15/09/2018|13:30|19:00|||";""
"FMAAQU064V58RO5J";"22/08/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du patrimoine - Château Andurain";"";"Mauléon-Licharre";"64130";"MAULEON-LICHARRE";"64371";"+33 5 59 28 04 18";"";"";"";" -0.8904680";"43.2197972";"Oui";"";"";"15/09/2018|15/09/2018|11:00||||";"Tarif réduit|3,00|3,00|demi tarif à l'occasion des journées du patrimoine # Gratuit|||moins de 18 ans"
"FMAAQU064V58U4HR";"11/09/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du Patrimoine - Musée d'Ossau";"";"Arudy";"64260";"ARUDY";"64062";"";"";"";"";" -0.428317";"43.105717";"Oui";"";"";"15/09/2018|15/09/2018|14:00||||";""
"FMAAQU064V58TM2N";"06/09/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du patrimoine - visite guidée";"";"Mauléon-Licharre";"64130";"MAULEON-LICHARRE";"64371";"+33 5 59 28 02 37";"";"";"";" -0.8909615";"43.2206103";"Oui";"";"";"15/09/2018|15/09/2018|17:00||||";"Gratuit|||"
"FMAAQU040V50JHD8";"24/08/2018";"Promotion locale";"Animation patrimoine # Visite";"Historique # Patrimoine culturel";"Journées du Patrimoine";"Journée du patrimoine ... à CARCARES-SAINTE-CROIX";"";"";"40400";"CARCARES-SAINTE-CROIX";"40066";"";"";"";"";" -0.7911759";"43.841566";"Oui";"";"";"15/09/2018|16/09/2018|||||";""
"FMAAQU040V50JHEA";"06/09/2018";"Promotion locale";"Animation patrimoine # Visite";"Historique # Patrimoine culturel";"Journées du Patrimoine";"Journée du patrimoine ... à TARTAS";"";"";"40400";"TARTAS";"40313";"";"";"";"";" -0.8093430";"43.832059";"Oui";"";"";"15/09/2018|16/09/2018|||||";"Plein tarif||12,00|""Aliénor exagère"" Tarif adulte # Tarif réduit||5,00|""Aliénor exagère"" Tarif moins de 18 ans"
"FMAAQU024V50BVRY";"12/09/2018";"Promotion régionale";"Portes ouvertes";"Historique # Patrimoine culturel";"";"Journée du Patrimoine : Château de Neuvic ";"Château de Neuvic";"";"24190";"NEUVIC";"24309";"+33 5 53 80 86 65";"";"";"";"0.47514882";"45.1035061";"Oui";"";"";"15/09/2018|16/09/2018|||||";""
"FMAAQU064V58RCO9";"20/08/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du patrimoine : Eglise";"";"L'Hôpital-Saint-Blaise";"64130";"L'HOPITAL-SAINT-BLAISE";"64264";"+33 5 59 66 07 21";"";"hopital-saint-blaise@wanadoo.fr";"";" -0.7695540";"43.2515358";"Oui";"";"";"15/09/2018|15/09/2018|10:00|19:00|||";""
"FMAAQU064V58RCSU";"20/08/2018";"Promotion locale";"Animation patrimoine";"";"";"Journée du patrimoine : Eglise";"";"L'Hôpital-Saint-Blaise";"64130";"L'HOPITAL-SAINT-BLAISE";"64264";"+33 5 59 66 07 21";"";"hopital-saint-blaise@wanadoo.fr";"";" -0.7695540";"43.2515358";"Oui";"";"";"16/09/2018|16/09/2018|10:00|19:00|||";""
"FMAAQU033V50N9T9";"18/08/2018";"Promotion régionale";"Animation patrimoine";"Historique # Patrimoine culturel";"";"Journée du patrimoine : Eglise Saint Pierre de Mons";"";"2002 Route de Mons";"33830";"BELIN-BELIET";"33042";"+33 6 26 08 43 36";"";"";"";" -0.804094";"44.471433";"Oui";"";"";"15/09/2018|16/09/2018|10:00|17:00|||";""
"FMAAQU064V53AFST";"01/09/2018";"Promotion régionale";"Visite";"Historique";"";"Journée du Patrimoine : Eglise Saint-Pierre d'Athos";"Eglise Saint-Pierre";"";"64390";"ATHOS-ASPIS";"64071";"";"";"";"";" -0.9733069";"43.4142559";"Oui";"";"";"16/09/2018|16/09/2018|10:00|16:00|||";""
"FMAAQU024V50AWC4";"22/08/2018";"Promotion régionale";"Animation patrimoine # Visite";"Agriculture # Gastronomie";"Journées du Patrimoine";"Journée du Patrimoine : Moulin de la Veyssière";"Moulin de la Veyssière";"Lieu-dit la Petite Veyssière";"24190";"NEUVIC";"24309";"";"";"";"";"0.44829453";"45.0936873";"Oui";"";"";"15/09/2018|16/09/2018|||||";""
"FMAAQU064FS01LDH";"10/09/2018";"Promotion régionale";"Animation patrimoine";"Patrimoine culturel";"Journées du Patrimoine";"Journée du Patrimoine : Visite de la Villa Mauresque - COMPLET -";"Rue des Pêcheurs";"";"64700";"HENDAYE";"64260";"+33 5 59 20 00 34";"";"";"";" -1.7770038";"43.3599193";"Oui";"";"";"15/09/2018|15/09/2018|||||";"Gratuit|0,00||"
"FMAAQU033V50NLLT";"29/08/2018";"Promotion régionale";"Visite";"Historique";"";"Journée du patrimoine : visite de l'église Saint Michel du Vieux Lugo";"";"Lugos";"33830";"LUGOS";"33260";"+33 5 57 71 93 05";"";"";"";" -0.795431";"44.491174";"Oui";"";"";"15/09/2018|16/09/2018|15:00|16:30|||";""
"FMAAQU047V50AA4D";"16/03/2018";"Promotion locale";"Animations locales # Visite";"";"";"Journée du Patrimoine à Bonaguil";"Château de Bonaguil";"";"47500";"SAINT-FRONT-SUR-LEMANCE";"47242";"+33 5 53 41 90 71";"";"";"http://www.chateau-bonaguil.com/";"1.01415802";"44.5386169";"Oui";"";"";"15/09/2018|16/09/2018|10:00|17:30|||";"Tarif réduit|4,00|4,00|Tarif pour tous # Gratuit|0,00|0,00|Gratuité enfants de moins de 13 ans, étudiants et chômeurs"
"FMAAQU047V50BPAX";"12/09/2018";"Promotion régionale";"Animation patrimoine";"Patrimoine culturel";"";"Journée du Patrimoine à l'Église Saint-Aignan";"Église Saint-Aignan";"Au village";"47400";"LAGRUERE";"47130";"";"";"";"";"0.249344";"44.394135";"Oui";"";"";"15/09/2018|15/09/2018|17:00||||";"Gratuit|||"
"FMAAQU033V50I43L";"08/09/2018";"Promotion locale";"Animation patrimoine # Visite";"";"";"Journée du patrimoine à Saint Savin ";"";"le bourg";"33920";"SAINT-SAVIN";"33473";"+33 5 57 58 04 94";"";"";"http://www.saint-savin33.fr/";" -0.4455259";"45.139481";"Oui";"";"";"15/09/2018|15/09/2018|||||";""
"FMAAQU033V50GASM";"13/09/2018";"Promotion régionale";"Conférence";"Littérature";"Journées du Patrimoine";"Journée du patrimoine au village du livre";"Le village du livre";"Lieu-dit Laubardemont";"33910";"SABLONS";"33362";"+33 5 57 41 14 11";"";"info@levillagedulivre.com";"http://www.levillagedulivre.com";" -0.1480834";"45.0332374";"";"";"";"15/09/2018|16/09/2018|||||";"Plein tarif||6,00| # Gratuit|||jusqu'à 14 ans"
